masterid,sampledate,XSLOPE,PCT_FN,PCT_HP
506PS0062,2008-09-15T07:00:00Z,4.7,0,1
507BCSFBM,2008-08-05T07:00:00Z,0.7,10,0
507PS0122,2009-06-29T07:00:00Z,1.6,12,0
508PS0042,2008-07-02T07:00:00Z,0.3,11,18
509ACNFPP,2008-07-30T07:00:00Z,3.1,0,0
509ACNFPP,2008-09-16T07:00:00Z,2.8,2,9
509ACSFPP,2008-07-16T07:00:00Z,2.8,1,2
509ATCINC,2008-07-14T07:00:00Z,1.6,0,6
509BCCBPW,2009-05-21T07:00:00Z,NA,2,0
509BCCBPW,2009-06-10T07:00:00Z,NA,10,0
509BCCBPW,2009-07-09T07:00:00Z,0,3,0
509BCCBPW,2009-08-10T07:00:00Z,NA,3,1
509BCCBPW,2009-09-10T07:00:00Z,NA,6,0
509BCCH32,2008-08-13T07:00:00Z,2.6,1,0
509CWCPLR,2008-07-07T07:00:00Z,3.7,0,0
509DCPWxx,2008-08-21T07:00:00Z,2.1,2,0
509ICPPCX,2008-07-30T07:00:00Z,4.3,0,0
509ICPPCX,2008-09-10T07:00:00Z,4.5,1,0
509PCDTWR,2008-07-15T07:00:00Z,2.8,1,3
509PCDTWR,2008-09-03T07:00:00Z,2,1,0
511CCC505,2008-06-25T07:00:00Z,0.2,10,11
511PS0081,2008-06-25T07:00:00Z,0,99,1
511PS0145,2008-06-24T07:00:00Z,0,37,20
511PS0209,2009-07-08T07:00:00Z,0,25,60
513BTCACC,2008-09-10T07:00:00Z,2.6,0,0
513PS0008,2008-06-25T07:00:00Z,1.8,0,0
513PS0008,2008-08-07T07:00:00Z,1,0,0
513PS0008,2009-06-11T07:00:00Z,3.9,1,0
513PS0024,2008-06-25T07:00:00Z,2.8,1,0
513PS0088,2009-08-17T07:00:00Z,1.8,7,0
513UNCAKC,2008-09-10T07:00:00Z,3.4,0,0
513UNCAKC,2009-05-20T07:00:00Z,NA,1,1
513UNCAKC,2009-06-04T07:00:00Z,NA,56,0
513UNCAKC,2009-07-13T07:00:00Z,2.3,33,0
513UNCAKC,2009-08-13T07:00:00Z,NA,24,0
513UNCAKC,2009-09-23T07:00:00Z,NA,15,0
514BRUUPX,2008-10-09T07:00:00Z,15.8,0,0
514PS0019,2008-08-13T07:00:00Z,0.1,1,0
514PS0084,2008-07-08T07:00:00Z,0.8,12,0
514SCCAAR,2008-07-24T07:00:00Z,7.1,1,0
515PS0106,2008-09-24T07:00:00Z,0.1,30,43
516PS0014,2008-08-11T07:00:00Z,0.6,9,0
517LCCAYB,2008-08-12T07:00:00Z,2.3,2,0
517PS0030,2009-07-22T07:00:00Z,0,5,1
517PS0039,2009-07-01T07:00:00Z,1.8,20,0
517PS0132,2009-07-01T07:00:00Z,NA,6,0
518CPCRCR,2008-08-14T07:00:00Z,3.5,0,0
518GZCUPx,2008-08-20T07:00:00Z,1.3,2,0
518PS0001,2008-07-28T07:00:00Z,4.7,0,0
518PS0001,2008-08-19T07:00:00Z,6.4,0,0
518PS0017,2008-08-19T07:00:00Z,1.5,1,0
518PS0029,2009-06-30T07:00:00Z,4.8,0,0
518PS0029,2009-07-22T07:00:00Z,3.1,1,0
518PS0033,2009-06-29T07:00:00Z,8.9,0,0
518PS0045,2009-07-21T07:00:00Z,5.7,0,0
518RCNAPC,2008-08-06T07:00:00Z,2.4,0,0
518RCNAPC,2009-05-20T07:00:00Z,NA,2,0
518RCNAPC,2009-06-16T07:00:00Z,NA,0,2
518RCNAPC,2009-08-11T07:00:00Z,2.1,0,0
518RCNAPC,2009-09-09T07:00:00Z,NA,0,3
518RCNAPC,2009-10-21T07:00:00Z,NA,0,0
519MNRASR,2008-07-09T07:00:00Z,2.3,9,0
519PS0002,2008-06-26T07:00:00Z,0.3,1,0
519PS0002,2008-07-17T07:00:00Z,0.3,0,0
519PS0002,2009-07-22T07:00:00Z,0.5,13,0
519PS0134,2008-07-07T07:00:00Z,0.1,94,3
519PS0194,2009-09-10T07:00:00Z,0.6,3,10
519PS0198,2009-07-15T07:00:00Z,0.2,21,0
519PS0253,2009-07-23T07:00:00Z,0.7,26,5
519SCRAMR,2008-07-09T07:00:00Z,1.4,12,0
519SCRAMR,2008-09-22T07:00:00Z,1.6,9,0
520PS0007,2008-06-26T07:00:00Z,0,0,40
520PS0007,2008-07-08T07:00:00Z,NA,2,30
520PS0054,2008-06-30T07:00:00Z,0.1,100,0
520PS0071,2008-07-31T07:00:00Z,0.1,51,0
520PS0135,2009-07-29T07:00:00Z,0.9,10,31
520PS0202,2009-06-18T07:00:00Z,0.3,84,2
521BTCLBC,2008-08-07T07:00:00Z,1.4,23,0
522GSCBSC,2009-09-24T07:00:00Z,1.8,2,0
522MFSCRB,2008-09-18T07:00:00Z,2.1,0,0
523TMCATG,2009-10-05T07:00:00Z,4.1,6,0
526PS0072,2008-08-27T07:00:00Z,1.7,7,0
526PS0072,2008-09-23T07:00:00Z,1.9,13,0
526PS0072,2009-09-21T07:00:00Z,1.2,8,1
526PS0076,2008-08-26T07:00:00Z,6.3,2,0
526PS0220,2008-08-25T07:00:00Z,1.9,0,0
526PS0228,2008-08-28T07:00:00Z,0,100,0
526PS0344,2009-09-02T07:00:00Z,0.7,30,0
526PS0356,2009-08-11T07:00:00Z,0,79,0
526PS0396,2009-09-01T07:00:00Z,2.2,11,1
526PS0440,2009-09-02T07:00:00Z,2,19,0
526PS0472,2009-09-01T07:00:00Z,0.1,57,7
526PS0504,2009-09-02T07:00:00Z,3,10,0
526PSCBBL,2008-08-27T07:00:00Z,4.7,14,0
526PSCBBL,2008-09-23T07:00:00Z,NA,16,0
527PS0388,2009-09-02T07:00:00Z,1.5,10,0
531PS0169,2009-06-11T07:00:00Z,NA,69,0
531PS0169,2009-07-06T07:00:00Z,NA,94,0
532TGRUPX,2008-10-08T07:00:00Z,2.1,0,0
534CFSAIM,2009-07-27T07:00:00Z,5.6,6,0
534CYCANB,2008-06-19T07:00:00Z,4.2,1,0
534CYCANB,2009-04-01T07:00:00Z,NA,0,0
534CYCANB,2009-05-05T07:00:00Z,NA,0,0
534CYCANB,2009-06-02T07:00:00Z,1.9,2,0
534CYCANB,2009-07-14T07:00:00Z,NA,0,0
534CYCANB,2009-08-17T07:00:00Z,NA,1,0
534PS0043,2009-07-29T07:00:00Z,6.8,0,0
535PS0191,2009-07-14T07:00:00Z,0.5,97,0
535PS0221,2009-07-15T07:00:00Z,0.1,19,2
535PS0265,2009-08-20T07:00:00Z,0.3,1,1
537BSCAWR,2008-07-15T07:00:00Z,6.6,11,0
537GZCAMR,2008-08-07T07:00:00Z,5.1,2,0
537TYCAML,2008-07-16T07:00:00Z,14.3,0,0
539CCRARR,2008-06-12T07:00:00Z,0.3,1,0
539NDCACC,2009-05-05T07:00:00Z,NA,2,0
539NDCACC,2009-06-15T07:00:00Z,NA,0,0
539NDCACC,2009-09-10T07:00:00Z,NA,7,0
539NDCACC,2009-10-08T07:00:00Z,5.1,11,0
539NDCACC,2009-10-15T07:00:00Z,NA,0,0
540PS0008,2008-08-06T07:00:00Z,1.7,5,0
541PS0055,2008-07-10T07:00:00Z,0,95,0
542DPCDPC,2008-06-18T07:00:00Z,1.4,24,0
552KRSFBC,2008-07-14T07:00:00Z,2.1,0,0
552MFCAKR,2008-06-11T07:00:00Z,2.2,1,0
552PS0028,2008-06-18T07:00:00Z,5.6,2,0
552SCCTSR,2008-06-11T07:00:00Z,4.2,1,0
554LCCADR,2008-06-10T07:00:00Z,13.4,19,2
554PS0160,2008-08-05T07:00:00Z,5.8,50,0
554PS0224,2008-06-17T07:00:00Z,7.3,4,0
554PS0448,2009-07-07T07:00:00Z,0.1,12,0
555PS0064,2008-06-17T07:00:00Z,6.1,2,0
603PS0008,2008-07-30T07:00:00Z,21.1,0,0
603PS0109,2008-07-29T07:00:00Z,6.7,0,0
603SPCBWC,2008-07-22T07:00:00Z,8,2,0
609PS0053,2008-05-14T07:00:00Z,2,22,0
626PS0171,2008-05-15T07:00:00Z,2.2,0,0
628PS0527,2009-06-03T07:00:00Z,2.8,0,0
630PS0005,2008-07-31T07:00:00Z,3.6,1,0
631PS0011,2009-07-28T07:00:00Z,14,4,0
631PS0023,2009-08-04T07:00:00Z,3.6,9,0
632PS0007,2008-07-23T07:00:00Z,4.2,0,0
632PS0014,2009-08-03T07:00:00Z,2.5,8,0
633PS0003,2008-07-22T07:00:00Z,2.2,9,0
633WIL001,2009-05-18T07:00:00Z,NA,18,0
633WIL001,2009-06-25T07:00:00Z,NA,9,0
633WIL001,2009-08-05T07:00:00Z,0.9,12,0
633WIL001,2009-10-01T07:00:00Z,NA,2,0
633WIL001,2009-10-26T07:00:00Z,NA,0,0
634PS0019,2009-08-05T07:00:00Z,NA,2,0
635PS0018,2009-07-20T07:00:00Z,0,54,0
636PS0006,2008-07-21T07:00:00Z,3.4,2,0
636PS0010,2009-07-21T07:00:00Z,0.4,3,0
637PS0018,2008-08-04T07:00:00Z,2.5,6,13
722PS0535,2009-05-26T07:00:00Z,NA,58,0
801BNC530,2007-05-29T07:00:00Z,NA,10,0
801BRC184,2009-07-07T07:00:00Z,5.2,3,0
801CBC317,2009-06-03T07:00:00Z,NA,3,0
801CBN012,2006-05-31T07:00:00Z,NA,10,0
801CCCCTT,2005-06-13T07:00:00Z,NA,0,0
801CCCCTT,2007-05-03T07:00:00Z,5.9,0,0
801CCWFAC,2005-06-13T07:00:00Z,NA,0,0
801CCWFAC,2007-05-01T07:00:00Z,2,0,0
801CJW027,2006-06-23T07:00:00Z,NA,0,0
801CJW041,2006-06-23T07:00:00Z,NA,3,0
801CJW079,2006-06-04T07:00:00Z,NA,0,0
801CYC114,2008-07-07T07:00:00Z,2.7,17,0
801CYC121,2007-06-09T07:00:00Z,NA,0,0
801CYC398,2007-06-15T07:00:00Z,NA,20,0
801DCR131,2009-06-16T07:00:00Z,10.8,10,0
801DRC025,2007-06-16T07:00:00Z,NA,7,0
801EBC080,2008-06-24T07:00:00Z,7.8,25,0
801EBC126,2008-06-23T07:00:00Z,11.6,5,0
801EBC686,2007-05-30T07:00:00Z,NA,0,0
801ETC226,2006-06-26T07:00:00Z,NA,0,0
801FDCCCR,2005-06-06T07:00:00Z,NA,7,0
801FDCCCR,2007-05-01T07:00:00Z,4.7,2,0
801FGC022,2008-06-23T07:00:00Z,7.2,30,0
801FRC093,2007-05-29T07:00:00Z,NA,3,0
801HBC050,2008-06-23T07:00:00Z,NA,35,0
801HNC203,2007-05-29T07:00:00Z,NA,10,0
801ICE713,2006-06-23T07:00:00Z,NA,0,0
801LCMFAS,2005-06-14T07:00:00Z,NA,0,0
801LCMFAS,2007-05-03T07:00:00Z,5.8,0,0
801LYC028,2006-06-04T07:00:00Z,NA,0,0
801LYC062,2006-06-23T07:00:00Z,NA,0,0
801LYC271,2007-06-02T07:00:00Z,NA,10,0
801LYC346,2007-06-02T07:00:00Z,NA,10,0
801LYC600,2009-06-28T07:00:00Z,2.8,0,0
801M12611,2015-07-01T07:00:00Z,0.5,1,0
801M12617,2015-04-30T07:00:00Z,0.8,0,0
801M12641,2016-05-19T07:00:00Z,0.1,0,0
801M12644,2016-04-28T07:00:00Z,0.6,0,0
801M12649,2013-06-04T07:00:00Z,0.5,0,0
801M12649,2016-05-11T07:00:00Z,0.4,0,0
801M12652,2017-05-18T07:00:00Z,0.5,2,2
801M12665,2017-05-18T07:00:00Z,1.4,0,0
801M12669,2017-06-29T07:00:00Z,0,42,2
801M12675,2019-04-23T07:00:00Z,0.4,7,0
801M12678,2019-04-25T07:00:00Z,3.1,1,0
801M12684,2019-06-04T07:00:00Z,0.1,0,0
801M16861,2015-04-15T07:00:00Z,8.7,0,0
801M16873,2015-04-15T07:00:00Z,0.3,0,0
801M16908,2016-05-24T07:00:00Z,0.3,1,29
801M16916,2016-05-25T07:00:00Z,0.3,5,0
801M16932,2017-05-31T07:00:00Z,2.9,0,0
801M16949,2017-05-31T07:00:00Z,1.6,0,1
801M16957,2019-05-10T07:00:00Z,0.5,20,32
801M16973,2018-06-06T07:00:00Z,3.4,0,0
801M16976,2018-06-06T07:00:00Z,0.7,0,0
801MCC333,2009-06-17T07:00:00Z,8.2,0,0
801MFC100,2007-05-28T07:00:00Z,NA,7,0
801MHC219,2009-07-06T07:00:00Z,8.3,1,0
801MIC007,2006-06-22T07:00:00Z,NA,0,0
801MIC032,2006-06-03T07:00:00Z,NA,0,0
801MIC034,2006-06-22T07:00:00Z,NA,0,0
801MIC035,2006-06-22T07:00:00Z,NA,0,0
801MIC042,2006-05-31T07:00:00Z,NA,17,0
801MIC074,2008-06-25T07:00:00Z,10.6,0,0
801MIC272,2008-06-25T07:00:00Z,7.2,3,0
801MIC370,2007-06-17T07:00:00Z,NA,3,0
801MLC057,2008-05-18T07:00:00Z,NA,4.0,0.0
801MLC069,2007-06-01T07:00:00Z,NA,0,0
801NLC105,2007-06-02T07:00:00Z,NA,13,0
801NLC105,2011-07-14T07:00:00Z,4.4,5,0
801PCW048,2008-05-11T07:00:00Z,1.4,0,0
801PCW171,2008-06-04T07:00:00Z,0.9,10,0
801PFB019,2006-06-15T07:00:00Z,NA,7,0
801PLC362,2008-06-17T07:00:00Z,2.1,0,0
801PLC469,2008-07-07T07:00:00Z,1.6,8,0
801PS0019,2008-05-20T07:00:00Z,5.3,0,0
801RB8026,2009-05-31T07:00:00Z,NA,10,0
801RB8131,2009-06-16T07:00:00Z,10.8,10,0
801RB8179,2009-06-01T07:00:00Z,NA,31,0
801RB8191,2009-06-02T07:00:00Z,0.4,0,0
801RB8197,2009-06-04T07:00:00Z,0.7,3,0
801RB8197,2011-07-11T07:00:00Z,0.9,0,0
801RB8207,2009-06-07T07:00:00Z,0.9,17,0
801RB8229,2009-06-01T07:00:00Z,NA,9,0
801RB8254,2009-06-16T07:00:00Z,7,6,0
801RB8254,2011-07-19T07:00:00Z,7.5,7,0
801RB8262,2009-06-07T07:00:00Z,0.1,30,0
801RB8289,2009-06-03T07:00:00Z,1.8,5,1
801RB8299,2009-06-09T07:00:00Z,0.1,0,0
801RB8312,2009-06-14T07:00:00Z,0.2,7,0
801RB8312,2011-07-26T07:00:00Z,0.3,1,0
801RB8317,2009-06-03T07:00:00Z,NA,3,0
801RB8327,2009-06-28T07:00:00Z,1.7,0,0
801RB8333,2009-06-17T07:00:00Z,8.2,0,0
801RB8339,2009-06-08T07:00:00Z,NA,14,0
801RB8339,2011-07-25T07:00:00Z,1.1,20,0
801RB8344,2009-06-15T07:00:00Z,2.5,18,0
801RB8361,2007-06-10T07:00:00Z,NA,0,0
801RB8376,2009-06-11T07:00:00Z,2.6,22,0
801RB8404,2011-06-15T07:00:00Z,1.3,0,0
801RB8415,2009-07-08T07:00:00Z,4.6,1,8
801RB8439,2011-06-08T07:00:00Z,0.7,3,0
801RB8467,2011-06-09T07:00:00Z,1.3,6,0
801RB8474,2009-07-05T07:00:00Z,11.9,0,0
801RB8483,2011-06-06T07:00:00Z,1.2,2,0
801RB8494,2011-06-20T07:00:00Z,0.2,0,0
801RB8501,2011-06-14T07:00:00Z,3.5,0,0
801RB8511,2011-06-09T07:00:00Z,1.1,2,0
801RB8512,2011-07-19T07:00:00Z,4.4,0,0
801RB8521,2011-06-06T07:00:00Z,0.6,0,0
801RB8533,2011-06-07T07:00:00Z,5.2,0,0
801RB8549,2011-06-13T07:00:00Z,0.1,0,0
801RB8558,2011-08-08T07:00:00Z,0.7,0,0
801RB8566,2011-06-15T07:00:00Z,1,0,0
801RB8572,2009-06-30T07:00:00Z,0.7,9,0
801RB8575,2011-06-07T07:00:00Z,5.6,0,0
801RB8590,2011-07-20T07:00:00Z,2.4,17,0
801RB8593,2011-06-13T07:00:00Z,0,45,0
801RB8594,2011-06-20T07:00:00Z,0.3,0,0
801RB8601,2009-06-24T07:00:00Z,0.8,0,0
801RB8607,2011-07-19T07:00:00Z,2.4,16,0
801RB8613,2009-06-29T07:00:00Z,1.2,1,0
801RB8618,2011-07-19T07:00:00Z,NA,10,0
801RB8622,2011-06-16T07:00:00Z,0.9,0,0
801RB8629,2011-07-14T07:00:00Z,1.1,0,0
801S00791,2011-06-22T07:00:00Z,4.2,20,0
801S00903,2011-07-06T07:00:00Z,4.8,0,0
801S01367,2011-06-23T07:00:00Z,NA,0,0
801S01523,2011-07-07T07:00:00Z,5.4,0,0
801S01559,2011-06-21T07:00:00Z,3.2,0,0
801S01655,2011-07-06T07:00:00Z,4.1,0,0
801S02123,2011-07-05T07:00:00Z,1.3,0,0
801S02464,2011-06-22T07:00:00Z,5.4,0,0
801S02749,2011-06-27T07:00:00Z,0.7,0,0
801S02947,2011-07-12T07:00:00Z,0,25,10
801S03971,2011-07-11T07:00:00Z,0.1,17,5
801SAN068,2008-06-10T07:00:00Z,16.3,8,0
801SAN474,2009-07-05T07:00:00Z,11.9,0,0
801SAR011,2006-06-15T07:00:00Z,NA,13,0
801SAR087,2007-05-30T07:00:00Z,NA,10,0
801SAR110,2006-06-15T07:00:00Z,NA,7,0
801SAR124,2009-06-24T07:00:00Z,NA,23,0
801SAR151,2007-06-10T07:00:00Z,NA,0,0
801SAR165,2008-07-06T07:00:00Z,0.4,22,0
801SAR168,2007-06-16T07:00:00Z,NA,17,0
801SAR334,2008-06-25T07:00:00Z,2.5,17,0
801SAR344,2009-06-15T07:00:00Z,2.5,18,0
801SAR351,2008-06-19T07:00:00Z,0.3,15,1
801SAR376,2009-06-11T07:00:00Z,2.6,22,0
801SAR528,2008-05-25T07:00:00Z,0.2,51,0
801SAR528,2011-07-11T07:00:00Z,0.2,28,0
801SBCATC,2005-06-24T07:00:00Z,NA,0,0
801SBCATC,2007-05-02T07:00:00Z,NA,1,0
801SDC178,2008-05-11T07:00:00Z,0.4,6,0
801SDC180,2006-06-20T07:00:00Z,NA,0,0
801SDC418,2009-06-08T07:00:00Z,0.3,3,0
801SDC418,2011-07-13T07:00:00Z,0.4,16,0
801SDC504,2008-07-08T07:00:00Z,0.3,6,0
801STC071,2008-06-05T07:00:00Z,62,46,0
801STC142,2008-07-08T07:00:00Z,0.8,56,0
801STC149,2008-07-08T07:00:00Z,0.5,27,0
801STC532,2006-06-20T07:00:00Z,NA,0,0
801STW051,2006-06-03T07:00:00Z,NA,0,0
801STW055,2006-06-03T07:00:00Z,NA,7,0
801STW085,2006-06-04T07:00:00Z,NA,33,0
801STW208,2007-06-17T07:00:00Z,NA,27,0
801STW258,2006-06-26T07:00:00Z,NA,10,0
801STW613,2009-06-29T07:00:00Z,1.2,1,0
801TMW153,2008-06-16T07:00:00Z,0.2,20,0
801TMW162,2008-06-16T07:00:00Z,NA,40,0
801TMW229,2009-06-01T07:00:00Z,NA,9,0
801WBC106,2007-06-16T07:00:00Z,NA,13,0
801WCC247,2007-06-09T07:00:00Z,NA,0,0
801WCC446,2007-06-09T07:00:00Z,NA,3,0
801WE1020,2005-06-14T07:00:00Z,NA,0,0
801WE1043,2005-06-14T07:00:00Z,NA,0,0
801WE1043,2007-05-01T07:00:00Z,4.7,1,0
801WE1132,2009-03-26T07:00:00Z,NA,0,0
801WE1132,2009-04-29T07:00:00Z,NA,13,0
801WE1132,2009-06-01T07:00:00Z,13.7,10,0
801WE1132,2009-07-08T07:00:00Z,NA,1,0
801WE1132,2009-08-19T07:00:00Z,NA,4,0
801WMC572,2009-06-30T07:00:00Z,0.7,9,0
801XXX046,2008-06-05T07:00:00Z,1,0,0
801XXX112,2008-06-11T07:00:00Z,0.9,37,0
801XXX118,2008-06-11T07:00:00Z,1,0,80
801XXX229,2009-06-09T07:00:00Z,0.1,0,0
801XXX259,2008-06-29T07:00:00Z,3.6,6,0
801XXX305,2008-06-04T07:00:00Z,0,12,0
802FMCAIP,2005-06-14T07:00:00Z,NA,0,0
802HYC267,2006-06-27T07:00:00Z,NA,0,0
802HYC496,2008-07-01T07:00:00Z,NA,5,0
802INC155,2008-06-30T07:00:00Z,2.4,9,0
802INC172,2006-06-16T07:00:00Z,NA,0,0
802INC635,2007-05-20T07:00:00Z,NA,17,0
802M16985,2019-05-10T07:00:00Z,1.2,2,1
802NJR147,2007-05-19T07:00:00Z,NA,0,0
802NJR160,2006-06-07T07:00:00Z,NA,0,0
802NJR163,2007-05-19T07:00:00Z,NA,0,0
802NJR543,2007-05-19T07:00:00Z,NA,0,0
802PVD243,2006-06-07T07:00:00Z,NA,0,0
802RB8196,2009-05-24T07:00:00Z,3.7,3,5
802RB8218,2009-06-23T07:00:00Z,11.6,4,0
802RB8513,2009-06-22T07:00:00Z,NA,7,0
802RB8605,2009-07-01T07:00:00Z,2.1,17,0
802RB8688,2009-07-01T07:00:00Z,5.3,7,0
802S03234,2011-06-28T07:00:00Z,NA,20,0
802S09698,2015-04-21T07:00:00Z,2.6,0,0
802S09698,2016-04-26T07:00:00Z,2.6,4,0
802S09698,2017-05-30T07:00:00Z,2.1,1,2
802S09698,2018-06-05T07:00:00Z,2.1,0,0
802S09698,2019-06-19T07:00:00Z,1.8,0,0
802S10146,2011-06-28T07:00:00Z,NA,2,0
802S11394,2011-06-30T07:00:00Z,6.3,4,0
802S25288,2011-06-30T07:00:00Z,2.2,1,0
802SJC453,2007-04-20T07:00:00Z,NA,10,0
802SJC453,2011-07-12T07:00:00Z,1.7,8,0
802SJR116,2006-06-21T07:00:00Z,NA,33,0
802SJR116,2011-07-25T07:00:00Z,1.2,39,0
802SJR587,2007-05-18T07:00:00Z,NA,40,0
802SNC070,2006-06-17T07:00:00Z,NA,0,0
802SWC020,2006-06-16T07:00:00Z,NA,7,0
802SWC020,2011-07-12T07:00:00Z,9.6,5,0
802SWC206,2006-06-15T07:00:00Z,NA,17,0
802SWC270,2008-06-30T07:00:00Z,4.5,9,0
802SWC375,2007-04-19T07:00:00Z,NA,0,0
802SWC419,2007-04-19T07:00:00Z,NA,10,0
802SWC513,2009-06-22T07:00:00Z,NA,7,0
802SWC535,2008-07-02T07:00:00Z,2,8,0
845CCC275,2009-06-09T07:00:00Z,0.3,26,0
845CTC480,2008-07-08T07:00:00Z,0.1,0,0
845M10601,2016-05-19T07:00:00Z,0.3,8,6
